hotel_ID,property_feature
RedDoorz near Mercado del Lago,Internet services
RedDoorz near Mercado del Lago,Wi-Fi in public areas
RedDoorz near Mercado del Lago,Air conditioning in public area
RedDoorz near Mercado del Lago,Contactless check-in/out
RedDoorz near Mercado del Lago,Elevator
RedDoorz near Mercado del Lago,Smoke-free property
RedDoorz near Mercado del Lago,Smoking area
RedDoorz near Mercado del Lago,Anti-viral cleaning products
RedDoorz near Mercado del Lago,Breakfast takeaway service
RedDoorz near Mercado del Lago,First aid kit
RedDoorz near Mercado del Lago,Hand sanitizer
RedDoorz near Mercado del Lago,Hot water linen and laundry washing
RedDoorz near Mercado del Lago,Hygiene certification
RedDoorz near Mercado del Lago,Individually-wrapped food options
RedDoorz near Mercado del Lago,Physical distancing of at least 1 meter
RedDoorz near Mercado del Lago,Protective screens in common areas
RedDoorz near Mercado del Lago,Rooms sanitized between stays
RedDoorz near Mercado del Lago,Safe dining setup
RedDoorz near Mercado del Lago,Sanitized kitchen and tableware items
RedDoorz near Mercado del Lago,Shared stationery removed
RedDoorz near Mercado del Lago,Staff trained in safety protocol
RedDoorz near Mercado del Lago,Temperature check for guests and staff
RedDoorz near Mercado del Lago,Family room
RedDoorz near Mercado del Lago,Adult-only property
RedDoorz near Mercado del Lago,CCTV in common areas
RedDoorz near Mercado del Lago,Fire extinguisher
RedDoorz near Mercado del Lago,Non-smoking rooms
RedDoorz near Mercado del Lago,Pets allowed
RedDoorz near Mercado del Lago,Safety/security feature
RedDoorz near Mercado del Lago,Security [24-hour]
RedDoorz near Mercado del Lago,Smoke alarms
RedDoorz near Mercado del Lago,Car park [free of charge]
RedDoorz near Mercado del Lago,Air conditioning
RedDoorz near Mercado del Lago,Fire extinguisher
RedDoorz near Mercado del Lago,Free bottled water
RedDoorz near Mercado del Lago,Hand sanitizer
RedDoorz near Mercado del Lago,Individual air conditioning
RedDoorz near Mercado del Lago,Linens
RedDoorz near Mercado del Lago,Non-smoking
RedDoorz near Mercado del Lago,Private bathroom
RedDoorz near Mercado del Lago,Safety/security feature
RedDoorz near Mercado del Lago,Satellite/cable channels
RedDoorz near Mercado del Lago,Shower
RedDoorz near Mercado del Lago,Smoke detector
RedDoorz near Mercado del Lago,Toiletries
RedDoorz near Mercado del Lago,Towels
RedDoorz near Mercado del Lago,Trash cans
RedDoorz near Mercado del Lago,Wi-Fi [free]
Patricios Apartelle Taguig,Free Wi-Fi in all rooms!
Patricios Apartelle Taguig,Game room
Patricios Apartelle Taguig,Anti-viral cleaning products
Patricios Apartelle Taguig,Body thermometer
Patricios Apartelle Taguig,First aid kit
Patricios Apartelle Taguig,Guest rooms seal after sanitization
Patricios Apartelle Taguig,Hand sanitizer
Patricios Apartelle Taguig,Hot water linen and laundry washing
Patricios Apartelle Taguig,Physical distancing of at least 1 meter
Patricios Apartelle Taguig,Protective screens in common areas
Patricios Apartelle Taguig,Room sanitization opt-out available
Patricios Apartelle Taguig,Rooms sanitized between stays
Patricios Apartelle Taguig,Staff trained in safety protocol
Patricios Apartelle Taguig,Grocery delivery
Patricios Apartelle Taguig,Room service
Patricios Apartelle Taguig,Snack bar
Patricios Apartelle Taguig,Air conditioning in public area
Patricios Apartelle Taguig,Concierge
Patricios Apartelle Taguig,Contactless check-in/out
Patricios Apartelle Taguig,Convenience store
Patricios Apartelle Taguig,Daily housekeeping
Patricios Apartelle Taguig,Elevator
Patricios Apartelle Taguig,Heating in public area
Patricios Apartelle Taguig,Laundry service
Patricios Apartelle Taguig,Luggage storage
Patricios Apartelle Taguig,Smoke-free property
Patricios Apartelle Taguig,Smoking area
Patricios Apartelle Taguig,CCTV in common areas
Patricios Apartelle Taguig,CCTV outside property
Patricios Apartelle Taguig,Fire extinguisher
Patricios Apartelle Taguig,Front desk [24-hour]
Patricios Apartelle Taguig,Non-smoking rooms
Patricios Apartelle Taguig,Pets allowed
Patricios Apartelle Taguig,Security [24-hour]
Patricios Apartelle Taguig,Smoke alarms
Patricios Apartelle Taguig,Rental car
Patricios Apartelle Taguig,Shuttle service
Patricios Apartelle Taguig,Air conditioning
Patricios Apartelle Taguig,Free bottled water
Patricios Apartelle Taguig,Hand sanitizer
Patricios Apartelle Taguig,Individual air conditioning
Patricios Apartelle Taguig,Linens
Patricios Apartelle Taguig,Private bathroom
Patricios Apartelle Taguig,Seating area
Patricios Apartelle Taguig,Shower
Patricios Apartelle Taguig,Slippers
Patricios Apartelle Taguig,Sofa
Patricios Apartelle Taguig,Toiletries
Patricios Apartelle Taguig,Towels
Patricios Apartelle Taguig,Trash cans
Patricios Apartelle Taguig,TV [flat screen]
Avant Apartments At The Fort By Jazz,Free Wi-Fi in all rooms!
Avant Apartments At The Fort By Jazz,Internet
Avant Apartments At The Fort By Jazz,Internet [LAN]
Avant Apartments At The Fort By Jazz,Internet services
Avant Apartments At The Fort By Jazz,Wi-Fi [portable rental]
Avant Apartments At The Fort By Jazz,Wi-Fi in public areas
Avant Apartments At The Fort By Jazz,Fitness center
Avant Apartments At The Fort By Jazz,Garden
Avant Apartments At The Fort By Jazz,Massage
Avant Apartments At The Fort By Jazz,Pool with view
Avant Apartments At The Fort By Jazz,Swimming pool [outdoor]
Avant Apartments At The Fort By Jazz,Anti-viral cleaning products
Avant Apartments At The Fort By Jazz,Cashless payment service
Avant Apartments At The Fort By Jazz,Daily disinfection in all rooms
Avant Apartments At The Fort By Jazz,Daily disinfection in common areas
Avant Apartments At The Fort By Jazz,Face coverings on staff
Avant Apartments At The Fort By Jazz,First aid kit
Avant Apartments At The Fort By Jazz,Guest rooms seal after sanitization
Avant Apartments At The Fort By Jazz,Hand sanitizer
Avant Apartments At The Fort By Jazz,Hot water linen and laundry washing
Avant Apartments At The Fort By Jazz,Hygiene certification
Avant Apartments At The Fort By Jazz,Physical distancing of at least 1 meter
Avant Apartments At The Fort By Jazz,Professional-grade sanitizing services
Avant Apartments At The Fort By Jazz,Protective screens in common areas
Avant Apartments At The Fort By Jazz,Room sanitization opt-out available
Avant Apartments At The Fort By Jazz,Rooms sanitized between stays
Avant Apartments At The Fort By Jazz,Sanitized kitchen and tableware items
Avant Apartments At The Fort By Jazz,Shared stationery removed
Avant Apartments At The Fort By Jazz,Staff trained in safety protocol
Avant Apartments At The Fort By Jazz,Temperature check for guests and staff
Avant Apartments At The Fort By Jazz,Bottle of water
Avant Apartments At The Fort By Jazz,Kitchen
Avant Apartments At The Fort By Jazz,Air conditioning in public area
Avant Apartments At The Fort By Jazz,Concierge
Avant Apartments At The Fort By Jazz,Daily housekeeping
Avant Apartments At The Fort By Jazz,Doorman
Avant Apartments At The Fort By Jazz,Elevator
Avant Apartments At The Fort By Jazz,Facilities for disabled guests
Avant Apartments At The Fort By Jazz,Food delivery
Avant Apartments At The Fort By Jazz,Invoice provided
Avant Apartments At The Fort By Jazz,Laundromat
Avant Apartments At The Fort By Jazz,Laundry service
Avant Apartments At The Fort By Jazz,Luggage storage
Avant Apartments At The Fort By Jazz,Smoke-free property
Avant Apartments At The Fort By Jazz,Smoking area
Avant Apartments At The Fort By Jazz,Terrace
Avant Apartments At The Fort By Jazz,Xerox/fax in business center
Avant Apartments At The Fort By Jazz,Family room
Avant Apartments At The Fort By Jazz,Playground
Avant Apartments At The Fort By Jazz,Swimming pool [kids]
Avant Apartments At The Fort By Jazz,Golf course (within 3 km)
Avant Apartments At The Fort By Jazz,Buzzer/wireless intercom
Avant Apartments At The Fort By Jazz,CCTV in common areas
Avant Apartments At The Fort By Jazz,CCTV outside property
Avant Apartments At The Fort By Jazz,Check-in/out [express]
Avant Apartments At The Fort By Jazz,Check-in/out [private]
Avant Apartments At The Fort By Jazz,Fire extinguisher
Avant Apartments At The Fort By Jazz,Front desk [24-hour]
Avant Apartments At The Fort By Jazz,Litter boxes
Avant Apartments At The Fort By Jazz,Non-smoking rooms
Avant Apartments At The Fort By Jazz,Pets allowed
Avant Apartments At The Fort By Jazz,Safety/security feature
Avant Apartments At The Fort By Jazz,Security [24-hour]
Avant Apartments At The Fort By Jazz,Smoke alarms
Avant Apartments At The Fort By Jazz,Airport transfer
Avant Apartments At The Fort By Jazz,Car park [charges apply]
Avant Apartments At The Fort By Jazz,Car park [on-site]
Avant Apartments At The Fort By Jazz,Rental car
Avant Apartments At The Fort By Jazz,Adapter
Avant Apartments At The Fort By Jazz,Air conditioning
Avant Apartments At The Fort By Jazz,Cleaning products
Avant Apartments At The Fort By Jazz,Coffee/tea maker
Avant Apartments At The Fort By Jazz,Complimentary tea
Avant Apartments At The Fort By Jazz,Dining table
Avant Apartments At The Fort By Jazz,Fan
Avant Apartments At The Fort By Jazz,Free bottled water
Avant Apartments At The Fort By Jazz,Free instant coffee
Avant Apartments At The Fort By Jazz,Full kitchen
Avant Apartments At The Fort By Jazz,Hair dryer
Avant Apartments At The Fort By Jazz,Hand sanitizer
Avant Apartments At The Fort By Jazz,Individual air conditioning
Avant Apartments At The Fort By Jazz,Ironing facilities
Avant Apartments At The Fort By Jazz,Kitchenware
Avant Apartments At The Fort By Jazz,Limited access floor
Avant Apartments At The Fort By Jazz,Linens
Avant Apartments At The Fort By Jazz,Microwave
Avant Apartments At The Fort By Jazz,Mirror
Avant Apartments At The Fort By Jazz,Non-smoking
Avant Apartments At The Fort By Jazz,Private apartment in building
Avant Apartments At The Fort By Jazz,Refrigerator
Avant Apartments At The Fort By Jazz,Seating area
Avant Apartments At The Fort By Jazz,Shower
Avant Apartments At The Fort By Jazz,Smoke detector
Avant Apartments At The Fort By Jazz,Toiletries
Avant Apartments At The Fort By Jazz,Towels
Avant Apartments At The Fort By Jazz,Trash cans
Avant Apartments At The Fort By Jazz,TV [flat screen]
Avant Apartments At The Fort By Jazz,Wi-Fi [free]
Avant Apartments At The Fort By Jazz,Window
Avant Apartments At The Fort By Jazz,Wine glasses
Avant Apartments At The Fort By Jazz,Wooden/parqueted flooring
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Free Wi-Fi in all rooms!
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Internet
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Internet services
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Wi-Fi in public areas
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Air conditioning in public area
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Contactless check-in/out
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Elevator
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Smoke-free property
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Smoking area
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Check-in [24-hour]
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Fire extinguisher
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Front desk [24-hour]
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Non-smoking rooms
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Pets allowed
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Safety/security feature
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Security [24-hour]
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Smoke alarms
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Anti-viral cleaning products
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Body thermometer
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Daily disinfection in all rooms
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Daily disinfection in common areas
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Face coverings on staff
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,First aid kit
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Guest rooms seal after sanitization
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Hand sanitizer
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Hot water linen and laundry washing
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Hygiene certification
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Physical distancing of at least 1 meter
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Protective screens in common areas
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Rooms sanitized between stays
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Safe dining setup
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Sanitized kitchen and tableware items
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Shared stationery removed
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Staff trained in safety protocol
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Temperature check for guests and staff
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Air conditioning
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Free bottled water
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Linens
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Microwave
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Non-smoking
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Private bathroom
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Safety/security feature
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Satellite/cable channels
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Shower
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Smoke detector
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Toiletries
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Towels
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Trash cans
RedDoorz @ A&F C5 Pinagsama Taguig - Vaccinated Staff,Wi-Fi [free]
Capital O 806 Pattaui Residences,Free Wi-Fi in all rooms!
Capital O 806 Pattaui Residences,Internet
Capital O 806 Pattaui Residences,Internet services
Capital O 806 Pattaui Residences,Wi-Fi in public areas
Capital O 806 Pattaui Residences,Air conditioning in public area
Capital O 806 Pattaui Residences,Contactless check-in/out
Capital O 806 Pattaui Residences,Elevator
Capital O 806 Pattaui Residences,Food delivery
Capital O 806 Pattaui Residences,Smoke-free property
Capital O 806 Pattaui Residences,Smoking area
Capital O 806 Pattaui Residences,CCTV in common areas
Capital O 806 Pattaui Residences,CCTV outside property
Capital O 806 Pattaui Residences,Check-in/out [express]
Capital O 806 Pattaui Residences,Fire extinguisher
Capital O 806 Pattaui Residences,Non-smoking rooms
Capital O 806 Pattaui Residences,Pets allowed
Capital O 806 Pattaui Residences,Anti-viral cleaning products
Capital O 806 Pattaui Residences,Body thermometer
Capital O 806 Pattaui Residences,Cashless payment service
Capital O 806 Pattaui Residences,Doctor/nurse on call
Capital O 806 Pattaui Residences,First aid kit
Capital O 806 Pattaui Residences,Guest rooms seal after sanitization
Capital O 806 Pattaui Residences,Hand sanitizer
Capital O 806 Pattaui Residences,Hot water linen and laundry washing
Capital O 806 Pattaui Residences,Physical distancing of at least 1 meter
Capital O 806 Pattaui Residences,Protective screens in common areas
Capital O 806 Pattaui Residences,Rooms sanitized between stays
Capital O 806 Pattaui Residences,Safe dining setup
Capital O 806 Pattaui Residences,Sanitized kitchen and tableware items
Capital O 806 Pattaui Residences,Staff trained in safety protocol
Capital O 806 Pattaui Residences,Temperature check for guests and staff
Capital O 806 Pattaui Residences,Air conditioning
Capital O 806 Pattaui Residences,Alarm clock
Capital O 806 Pattaui Residences,Clothes rack
Capital O 806 Pattaui Residences,Coffee/tea maker
Capital O 806 Pattaui Residences,Desk
Capital O 806 Pattaui Residences,Fire extinguisher
Capital O 806 Pattaui Residences,Free bottled water
Capital O 806 Pattaui Residences,Internet access – LAN
Capital O 806 Pattaui Residences,Linens
Capital O 806 Pattaui Residences,Microwave
Capital O 806 Pattaui Residences,Non-smoking
Capital O 806 Pattaui Residences,Private bathroom
Capital O 806 Pattaui Residences,Refrigerator
Capital O 806 Pattaui Residences,Safety/security feature
Capital O 806 Pattaui Residences,Satellite/cable channels
Capital O 806 Pattaui Residences,Seating area
Capital O 806 Pattaui Residences,Shower
Capital O 806 Pattaui Residences,Slippers
Capital O 806 Pattaui Residences,Socket near the bed
Capital O 806 Pattaui Residences,Toiletries
Capital O 806 Pattaui Residences,Towels
Capital O 806 Pattaui Residences,Trash cans
Capital O 806 Pattaui Residences,Wake-up service
Lawton Residences by Cocotel,Wheelchair accessible
Lawton Residences by Cocotel,Free Wi-Fi in all rooms!
Lawton Residences by Cocotel,Internet
Lawton Residences by Cocotel,Internet services
Lawton Residences by Cocotel,Wi-Fi in public areas
Lawton Residences by Cocotel,Anti-viral cleaning products
Lawton Residences by Cocotel,Cashless payment service
Lawton Residences by Cocotel,Daily disinfection in all rooms
Lawton Residences by Cocotel,Daily disinfection in common areas
Lawton Residences by Cocotel,First aid kit
Lawton Residences by Cocotel,Guest rooms seal after sanitization
Lawton Residences by Cocotel,Hand sanitizer
Lawton Residences by Cocotel,Hot water linen and laundry washing
Lawton Residences by Cocotel,Individually-wrapped food options
Lawton Residences by Cocotel,Physical distancing of at least 1 meter
Lawton Residences by Cocotel,Professional-grade sanitizing services
Lawton Residences by Cocotel,Protective screens in common areas
Lawton Residences by Cocotel,Room sanitization opt-out available
Lawton Residences by Cocotel,Rooms sanitized between stays
